,City,Country,Date,Latitude,Longitude,Max Temp,Cloudiness,Humidity,Wind Speed
277,Chumikan,RU,1569413524,54.72,135.31,33.1,0,66,8.3
278,Cidreira,BR,1569413524,-30.17,-50.22,62.62,40,85,4.32
279,Mbekenyera,TZ,1569413525,-10.0,38.98,78.27,93,61,2.42
280,Gazli,UZ,1569413525,40.13,63.45,87.27,44,13,10.71
281,Hit,IQ,1569413526,33.64,42.83,101.67,0,10,10.02
282,Corumba,BR,1569413526,-19.0,-57.65,75.2,90,94,3.36
283,Terme,TR,1569413527,41.21,36.97,68.0,75,82,3.36
284,Benguela,AO,1569413527,-12.58,13.4,74.67,66,80,10.18
285,Panguna,PG,1569413527,-6.32,155.48,81.7,77,80,13.78
286,Tilichiki,RU,1569413527,60.47,166.1,36.52,100,85,21.81
287,Kholmogory,RU,1569413528,64.23,41.65,44.6,90,87,11.18
288,Sachin,FR,1569413529,50.49,2.38,62.6,100,87,13.87
289,Port Lincoln,AU,1569413529,-34.72,135.86,56.67,26,73,15.23
290,Wainwright,CA,1569413529,52.84,-110.86,46.24,93,81,12.01
291,Lima,PE,1569413404,-12.06,-77.04,59.0,90,100,5.82
292,Aldan,RU,1569413530,58.61,125.39,37.77,99,97,3.11
293,Mamallapuram,IN,1569413530,12.63,80.17,86.0,75,74,13.87
294,Severo-Kurilsk,RU,1569413530,50.68,156.12,47.5,21,67,32.79
295,Pemba,MZ,1569413531,-12.97,40.52,82.4,20,74,23.04
296,Kodiak,US,1569413531,39.95,-94.76,70.0,1,88,6.93
297,Robertsport,LR,1569413531,6.75,-11.37,84.04,92,72,4.05
298,Torbay,CA,1569413404,47.66,-52.73,48.0,100,98,4.0
299,Conceicao do Araguaia,BR,1569413532,-8.26,-49.26,92.67,6,36,5.19
300,Tiarei,PF,1569413532,-17.53,-149.33,75.2,20,73,3.36
301,Magistralnyy,RU,1569413532,56.17,107.45,51.1,100,74,2.53
302,Sylva,US,1569413533,35.37,-83.23,61.0,90,93,2.06
303,Nome,US,1569413533,30.04,-94.42,75.99,1,94,3.36
304,Port-Gentil,GA,1569413534,-0.72,8.78,80.6,75,83,14.99
305,Sainte-Anne-des-Monts,CA,1569413534,49.13,-66.49,47.14,100,88,26.04
306,Shebekino,RU,1569413534,50.41,36.89,59.0,0,32,6.71
307,Arlit,NE,1569413534,18.74,7.39,100.6,0,7,7.29
308,Diego de Almagro,CL,1569413535,-26.39,-70.05,50.74,0,67,3.24
309,Palafrugell,ES,1569413535,41.92,3.16,77.0,75,53,5.82
310,Ixtapa,MX,1569413535,20.71,-105.21,78.8,75,83,4.7
311,Porto Murtinho,BR,1569413536,-21.7,-57.88,72.15,100,76,7.83
312,Luderitz,NA,1569413536,-26.65,15.16,66.04,0,38,13.85
313,Nyurba,RU,1569413536,63.29,118.35,41.02,9,93,6.49
314,Sergeyevka,KZ,1569413537,53.88,67.42,43.9,18,49,13.15
315,Tulum,MX,1569413537,20.21,-87.46,80.6,75,94,4.7
316,Port Blair,IN,1569413537,11.67,92.75,82.6,94,80,13.15
317,Talaya,RU,1569413538,55.79,84.89,50.0,0,43,11.18
318,Jamkhed,IN,1569413538,18.74,75.31,81.52,93,68,1.74
319,Yamada,JP,1569413538,36.58,137.08,68.0,0,82,6.93
320,Alofi,NU,1569413538,-19.06,-169.92,71.6,65,83,3.36
321,Sitrah,BH,1569413539,26.15,50.62,98.6,0,67,10.29
322,Onverwacht,SR,1569413539,5.59,-55.2,86.0,20,94,2.24
323,Ilulissat,GL,1569413539,69.22,-51.1,37.4,75,86,4.7
324,Ballina,IE,1569413540,54.11,-9.15,63.0,75,93,10.29
325,Arauca,VE,1569413540,7.08,-70.76,73.4,75,100,1.21
326,Barguzin,RU,1569413589,53.62,109.63,51.64,0,72,4.38
327,Jieshi,CN,1569413589,22.82,115.83,82.0,11,64,2.44
328,Coquimbo,CL,1569413589,-29.95,-71.34,59.0,90,87,3.36
329,Juarez,AR,1569413590,-38.95,-67.92,48.2,0,70,3.36
330,Vanimo,PG,1569413590,-2.67,141.3,82.95,48,79,12.5
331,Mizan Teferi,ET,1569413590,6.99,35.58,78.1,33,64,2.95
332,Naryan-Mar,RU,1569413591,67.67,53.09,36.15,100,95,18.39
333,Krasnoshchekovo,RU,1569413591,51.67,82.73,50.55,100,60,3.62
334,Winneba,GH,1569413591,5.35,-0.62,84.2,75,74,10.29
335,Behshahr,IR,1569413592,36.69,53.54,78.8,75,65,6.93
336,Okha,RU,1569413592,53.59,142.95,48.04,100,71,33.91
337,Rosoman,BG,1569413592,42.76,23.08,68.0,75,64,4.7
338,Tairua,NZ,1569413593,-37.02,175.85,48.99,75,77,18.01
339,Kovdor,RU,1569413593,67.56,30.47,37.24,100,87,11.23
340,Itarema,BR,1569413593,-2.92,-39.92,88.35,100,41,12.01
341,Hiranagar,IN,1569413594,32.49,75.28,89.44,9,57,1.77
342,Jacareacanga,BR,1569413594,-6.22,-57.76,77.0,75,88,2.24
343,Gull Lake,CA,1569413594,50.1,-108.48,41.0,90,86,5.82
344,Varhaug,NO,1569413595,58.61,5.65,60.8,0,59,16.11
345,Hambantota,LK,1569413595,6.12,81.12,76.3,100,88,17.85
346,Mount Isa,AU,1569413595,-20.73,139.49,80.6,81,21,9.17
347,Pailon,BO,1569413596,-17.66,-62.72,80.6,90,41,13.87
348,La Rioja,AR,1569413596,-29.41,-66.86,66.22,0,30,3.49
349,Vao,EE,1569413596,59.1,26.19,46.42,100,93,4.43
350,Pangnirtung,CA,1569413597,66.15,-65.72,37.4,75,93,5.82
351,Hovd,NO,1569413597,63.83,10.7,60.01,0,50,8.05
352,Katobu,ID,1569413597,-4.94,122.53,76.47,11,82,5.64
353,Batemans Bay,AU,1569413598,-35.71,150.18,54.0,75,78,0.87
354,Souillac,FR,1569413603,45.6,-0.6,64.4,75,88,12.75
355,Khonsa,IN,1569413603,26.99,95.51,66.22,64,97,1.92
356,Yerofey Pavlovich,RU,1569413604,53.97,121.97,42.1,1,80,1.79
357,Pitlochry,GB,1569413604,56.7,-3.73,62.01,75,100,5.82
358,Skelleftea,SE,1569413604,64.75,20.95,50.0,0,57,12.75
359,San Quintin,PH,1569413605,17.54,120.52,76.47,55,85,2.8
360,Mount Gambier,AU,1569413605,-37.83,140.78,50.0,75,93,3.36
361,Iwaki,JP,1569413605,37.05,140.89,71.01,75,72,13.87
362,Tautira,PF,1569413606,-17.73,-149.15,75.2,20,73,3.36
363,Ocampo,MX,1569413606,27.32,-102.4,68.02,89,80,2.57
364,Sinop,TR,1569413606,42.03,35.15,70.0,75,64,11.41
365,Sorland,NO,1569413607,67.67,12.69,50.0,75,81,1.12
366,Quatre Cocos,MU,1569413607,-20.21,57.76,78.8,40,69,13.87
367,Aklavik,CA,1569413607,68.22,-135.01,35.6,75,80,2.24
368,Shu,KZ,1569413608,43.6,73.76,78.82,21,25,6.15
369,Muzaffarabad,PK,1569413608,34.37,73.47,76.12,9,63,4.0
370,Sistranda,NO,1569413608,63.73,8.83,60.01,0,50,20.8
371,Zapadnaya Dvina,RU,1569413609,56.26,32.09,46.95,100,65,5.53
372,Maunabo,PR,1569413609,18.01,-65.9,79.0,1,100,2.75
373,Northallerton,GB,1569413609,54.34,-1.43,63.0,75,82,5.82
374,Gizo,IL,1569413610,31.8,34.94,86.0,0,51,13.87
375,Qaqortoq,GL,1569413610,60.72,-46.03,37.4,20,52,5.82
376,Lebyazhye,RU,1569413610,59.96,29.42,43.0,90,81,6.71
377,Trelew,AR,1569413610,-43.25,-65.31,61.17,9,50,17.67
378,Fukue,JP,1569413611,35.03,136.69,77.0,40,65,1.12
379,Dunda,IN,1569413654,30.62,78.32,71.62,22,84,3.06
380,Makarska,HR,1569413654,43.3,17.02,78.8,0,60,6.93
381,Elesbao Veloso,BR,1569413655,-6.2,-42.14,87.45,33,39,10.18
382,Husavik,CA,1569413655,50.56,-96.99,48.99,5,90,5.01
383,Nizhniy Kuranakh,RU,1569413655,58.84,125.49,37.77,99,97,3.11
384,West Odessa,US,1569413656,31.84,-102.48,75.2,1,83,12.24
385,Tornio,FI,1569413656,61.12,27.27,51.01,40,45,5.82
386,Maragogi,BR,1569413656,-9.01,-35.22,78.1,30,78,9.71
387,Caranavi,BO,1569413657,-15.83,-67.57,60.45,86,75,0.4
388,Rio Branco do Sul,BR,1569413657,-25.19,-49.31,59.0,75,93,5.82
389,Prainha,BR,1569413658,-1.8,-53.48,83.14,32,67,5.55
390,Vila Franca do Campo,PT,1569413658,37.72,-25.43,73.4,20,69,5.82
391,Sorong,ID,1569413658,-0.86,131.25,74.67,100,94,5.46
392,Selty,RU,1569413658,57.31,52.14,39.94,99,78,7.83
393,Carupano,VE,1569413659,10.67,-63.26,79.35,4,76,3.67
394,Portland,US,1569413573,43.66,-70.25,59.0,1,93,3.29
395,Trofors,NO,1569413659,65.54,13.39,55.4,0,57,3.36
396,San Cristobal,HN,1569413660,14.68,-86.92,66.57,96,95,0.69
397,Lincoln,GB,1569413452,53.23,-0.54,64.4,75,100,2.24
398,Likasi,CD,1569413660,-10.99,26.74,90.52,38,17,8.41
399,Galle,GN,1569413661,10.08,-12.83,80.97,94,74,0.81
400,Awallan,PH,1569413662,17.92,121.91,73.24,73,98,3.13
401,Makakilo City,US,1569413538,21.35,-158.09,80.6,90,100,7.87
402,Kokopo,PG,1569413662,-4.34,152.27,71.44,79,97,2.68
403,Inuvik,CA,1569413663,68.36,-133.71,35.6,75,80,2.24
404,Nelson Bay,AU,1569413663,-32.72,152.14,62.01,40,87,11.27
405,Alyangula,AU,1569413663,-13.85,136.42,77.0,0,73,5.82
406,Yumen,CN,1569413663,40.29,97.04,71.97,0,11,4.74
407,Tabou,CI,1569413664,4.42,-7.36,80.62,45,83,8.05
408,Mmathubudukwane,BW,1569413664,-24.61,26.43,73.4,75,40,12.75
409,Yalta,UA,1569413664,46.96,37.27,61.9,4,26,12.46
410,Sudak,UA,1569413665,44.85,34.97,57.4,100,46,9.84
411,Stege,DK,1569413665,54.99,12.28,64.99,37,93,8.05
412,Erzin,TR,1569413665,36.95,36.2,88.0,75,42,9.17
413,Pisco,PE,1569413666,-13.71,-76.2,71.6,90,30,3.36
414,Puerto Rondon,CO,1569413666,6.28,-71.1,73.05,70,95,2.01
415,Otacilio Costa,BR,1569413666,-27.48,-50.12,59.0,67,99,3.0
416,Sari,IR,1569413667,36.57,53.06,78.8,75,65,6.93
417,Tocopilla,CL,1569413667,-22.09,-70.2,57.04,100,81,5.01
418,Brae,GB,1569413667,60.4,-1.35,55.4,75,87,25.28
419,Buchanan,LR,1569413668,5.88,-10.05,79.0,65,84,8.9
420,Jucas,BR,1569413668,-6.53,-39.53,82.77,14,40,12.19
421,Ankazoabo,MG,1569413668,-22.29,44.51,81.7,26,35,9.53
422,Avera,US,1569413668,33.19,-82.53,70.0,1,94,3.22
423,Kantabanji,IN,1569413669,20.47,82.92,71.62,100,99,2.95
424,Saratov,RU,1569413669,51.53,46.03,51.01,47,30,1.99
425,Rossland,CA,1569413669,49.08,-117.8,50.0,77,93,4.0
426,Margate,AU,1569413670,-43.03,147.26,51.8,40,62,11.41
427,Hamilton,CA,1569413609,43.26,-79.87,64.99,40,93,6.93
428,Peniche,PT,1569413670,39.36,-9.38,73.0,40,56,12.75
429,Menongue,AO,1569413670,-14.66,17.68,95.55,37,6,11.72
430,Huarmey,PE,1569413671,-10.07,-78.15,60.82,100,95,10.85
431,Pietermaritzburg,ZA,1569413719,-29.6,30.38,66.99,10,48,1.99
432,Coruripe,BR,1569413719,-10.12,-36.18,78.64,4,72,8.55
433,La Playona,HN,1569413720,15.12,-88.98,67.12,100,97,2.82
434,Alindao,CF,1569413720,5.04,21.21,80.44,100,85,4.63
435,Fenoarivo Atsinanana,MG,1569413720,-17.38,49.41,73.95,84,69,4.61
436,Abha,SA,1569413720,18.22,42.5,84.2,40,12,13.87
437,Iskateley,RU,1569413721,67.68,53.15,36.15,100,95,18.39
438,Kabo,CF,1569413721,7.69,18.62,84.57,94,72,2.82
439,Turtas,RU,1569413721,58.94,69.13,41.37,37,57,8.7
440,Sainte-Thecle,CA,1569413722,46.82,-72.5,50.0,90,93,3.36
441,Abu Dhabi,AE,1569413713,24.47,54.37,98.6,55,44,12.75
442,Suntar,RU,1569413722,62.16,117.65,42.64,14,91,6.11
443,Ambilobe,MG,1569413722,-13.19,49.05,84.4,75,56,11.03
444,Flin Flon,CA,1569413723,54.77,-101.88,46.4,90,65,6.93
445,Tynda,RU,1569413723,55.15,124.74,35.8,40,88,3.27
446,Sao Filipe,CV,1569413724,14.9,-24.5,78.82,100,86,13.06
447,Yaqui,MX,1569413724,27.37,-110.17,79.72,0,82,11.34
448,Dolneni,MK,1569413725,41.42,21.45,73.4,20,56,1.12
449,Batagay-Alyta,RU,1569413725,67.8,130.41,23.2,100,97,1.54
450,Talnakh,RU,1569413725,69.49,88.39,37.4,75,93,15.66
451,Nushki,PK,1569413725,29.55,66.02,96.45,0,12,11.7
452,Hargeysa,SO,1569413726,9.56,44.06,88.35,12,18,12.53
453,Poum,MK,1569413727,41.28,20.71,69.8,20,52,2.24
454,Grand Gaube,MU,1569413727,-20.01,57.66,78.8,40,69,13.87
455,Mildura,AU,1569413727,-34.18,142.16,53.6,54,50,4.7
456,Cam Ranh,VN,1569413728,11.92,109.15,84.2,20,83,13.87
457,Lae,PG,1569413728,-6.72,146.98,73.6,53,86,0.85
458,San Patricio,PY,1569413728,-26.98,-56.83,66.4,63,64,5.64
459,Chuy,UY,1569413729,-33.69,-53.46,59.02,0,65,4.29
460,La Peca,PE,1569413729,-5.61,-78.44,66.22,100,89,2.26
461,Slavyansk-na-Kubani,RU,1569413729,45.26,38.12,64.0,0,72,15.66
462,Constantine,DZ,1569413730,36.36,6.61,82.4,20,45,6.93
463,Huangzhai,CN,1569413730,23.86,112.01,73.24,11,52,2.28
464,Lingdong,CN,1569413730,28.06,114.24,72.34,100,43,3.0
465,Pala,TD,1569413731,9.37,14.91,91.6,71,52,6.62
466,Janauba,BR,1569413731,-1.63,-45.47,84.4,54,65,7.83
467,Fort Nelson,CA,1569413731,58.81,-122.69,37.4,5,100,2.68
468,Fairbanks,US,1569413732,64.84,-147.72,36.0,90,93,1.39
469,Matara,BI,1569413732,-3.48,29.48,68.92,85,44,8.12
470,Lovozero,RU,1569413732,68.01,35.02,36.52,100,90,10.58
471,Pachperwa,IN,1569413733,27.52,82.65,79.9,6,82,12.57
472,Sayyan,YE,1569413733,15.17,44.32,83.14,91,22,2.44
473,Russell,US,1569413733,38.9,-98.86,63.0,1,93,8.05
474,Aran,AZ,1569413734,40.63,46.98,80.6,20,41,4.7
475,Moerai,PF,1569413734,-22.43,-151.33,69.64,15,84,15.41
476,Tarauaca,BR,1569413632,-8.16,-70.77,72.87,94,93,1.74
477,Stillwater,US,1569413734,36.12,-97.06,69.8,20,88,5.82
478,Khoy,IR,1569413735,38.55,44.95,69.45,0,10,12.15
479,Edson,CA,1569413704,53.59,-116.44,41.0,40,80,2.24
480,Dubova,UA,1569413736,49.2,27.92,66.2,75,52,11.18
481,Basoko,CD,1569413736,1.23,23.61,82.95,100,81,3.36
482,Bereda,ES,1569413736,43.27,-7.54,70.0,75,64,9.17
483,Sola,TZ,1569413785,-3.17,33.8,88.72,91,24,9.17
484,Yar-Sale,RU,1569413785,66.83,70.83,38.67,100,78,16.24
485,Rzhyshchiv,UA,1569413785,49.97,31.05,62.01,90,41,13.42
486,Norden,DE,1569413785,53.59,7.21,63.0,75,93,2.24
487,Ekhabi,RU,1569413786,53.51,142.97,48.04,100,71,33.91
488,Aksu,KZ,1569413786,52.04,76.93,55.4,40,28,11.18
489,Catalao,BR,1569413613,-18.17,-47.95,78.27,35,41,12.37
490,Victoria,BN,1569413787,5.28,115.24,86.0,75,74,5.82
491,Nur,PL,1569413787,52.67,22.32,59.92,100,54,10.0
492,Manzhouli,CN,1569413787,49.6,117.43,57.4,0,59,4.36
493,Concordia,AR,1569413788,-31.4,-58.02,50.0,0,81,3.36
494,Lethem,GY,1569413788,3.38,-59.8,79.9,78,77,8.61
495,Acajutla,SV,1569413789,13.59,-89.83,81.7,99,79,6.98
496,Mayo,CA,1569413789,63.59,-135.9,37.4,75,86,3.36
497,Tres Arroyos,AR,1569413790,-38.38,-60.28,61.35,20,51,4.0
498,Antofagasta,CL,1569413707,-23.65,-70.4,55.4,90,87,3.36
499,Esperance,AU,1569413790,-33.86,121.89,55.4,81,93,5.82
500,Teya,MX,1569413791,21.05,-89.07,79.0,90,100,4.7
501,Klaksvik,FO,1569413791,62.23,-6.59,51.8,90,100,23.04
502,Mbamba,NG,1569413791,9.98,13.1,90.15,92,55,3.02
503,Erenhot,CN,1569413792,43.65,111.97,71.44,0,15,6.31
504,Evensk,RU,1569413792,61.92,159.24,32.74,100,84,19.39
505,Celestun,MX,1569413792,20.87,-90.4,81.7,100,82,9.46
506,Chaiya,IN,1569413792,29.28,74.48,95.92,54,36,10.07
507,Kushiro,JP,1569413794,43.11,144.15,53.6,20,46,8.05
508,Lompoc,US,1569413795,34.64,-120.46,66.99,1,76,4.7
509,Lasa,CY,1569413795,34.92,32.53,82.4,40,61,8.05
510,Pochutla,MX,1569413795,15.74,-96.47,75.2,40,83,3.56
511,Ban Nahin,LA,1569413796,18.24,104.21,76.3,4,58,6.76
512,Naze,NG,1569413796,5.43,7.07,86.74,77,63,6.89
513,San Angelo,US,1569413796,31.46,-100.44,75.2,1,78,9.17
514,Gornyy,RU,1569413797,51.76,48.54,50.74,58,40,6.24
515,Porangatu,BR,1569413797,-13.44,-49.14,88.17,1,28,12.03
516,Quirinopolis,BR,1569413797,-18.45,-50.45,80.44,51,53,8.55
517,Manggar,ID,1569413798,-2.88,108.27,77.37,94,84,5.08
518,Imbituba,BR,1569413798,-28.24,-48.67,64.4,40,93,4.7
519,Teguise,ES,1569413798,29.06,-13.56,82.4,20,61,23.04
520,Thayetmyo,MM,1569413799,19.32,95.18,75.94,87,84,4.52
521,Salmo,CA,1569413800,49.19,-117.28,39.99,50,93,4.0
522,Carhuaz,PE,1569413800,-9.28,-77.65,61.35,95,68,1.97
523,Buraydah,SA,1569413800,26.33,43.97,105.8,0,15,5.82
524,Lugovoy,RU,1569413800,59.72,65.88,40.65,84,61,12.55
525,Jiuquan,CN,1569413801,39.73,98.49,69.64,0,13,6.46
526,Bandarbeyla,SO,1569413801,9.49,50.81,94.12,45,31,22.46
527,Sirjan,IR,1569413802,29.44,55.67,92.85,0,12,10.49
528,Blagoyevo,RU,1569413802,63.37,47.92,36.15,100,94,10.76
529,Vila Velha,BR,1569413802,-3.71,-38.6,82.4,20,61,13.87
530,Podporozhye,RU,1569413803,60.91,34.16,43.17,98,58,5.17
531,Ancud,CL,1569413803,-41.87,-73.83,48.2,90,100,6.93
532,Concepcion de Buenos Aires,MX,1569413803,19.97,-103.27,59.0,75,87,1.52
533,Salinopolis,BR,1569413804,-0.61,-47.36,80.25,16,82,15.05
534,Lingao,CN,1569413804,19.91,109.69,81.15,0,68,12.12
535,Marondera,ZW,1569413804,-18.19,31.55,57.2,90,87,13.87
536,Kaka,TM,1569413805,37.35,59.62,89.25,0,12,6.8
537,Kirakira,SB,1569413855,-10.46,161.92,76.84,100,87,4.38
538,Diffa,NE,1569413855,13.32,12.61,104.74,12,16,11.88
539,Motala,IN,1569413856,20.68,76.21,79.54,93,83,0.38
540,Roald,NO,1569413856,62.58,6.12,57.2,0,71,4.7
541,Marsaxlokk,MT,1569413856,35.84,14.54,84.2,20,51,6.93
542,Adrar,DZ,1569413857,27.87,-0.29,111.2,0,6,6.93
543,Imeni Babushkina,RU,1569413857,59.76,43.13,39.94,93,78,8.46
544,Guerrero Negro,MX,1569413857,27.97,-114.04,67.47,22,87,7.2
545,Algiers,US,1569413857,29.94,-90.04,77.0,75,100,2.48
546,Lorengau,PG,1569413858,-2.02,147.27,79.72,24,84,7.78
547,Gladstone,AU,1569413858,-23.84,151.26,71.6,40,73,8.05
548,Saint-Georges,CA,1569413859,46.12,-70.67,48.0,98,94,4.61
549,The Valley,AI,1569413859,18.22,-63.06,82.99,75,94,18.34
550,Paris,FR,1569413615,48.86,2.35,64.99,90,77,12.75
551,Cherskiy,RU,1569413859,68.75,161.3,25.54,0,82,3.71
552,Mazagao,BR,1569413860,-0.12,-51.29,82.4,20,83,6.93
553,Kenai,US,1569413861,60.55,-151.26,42.8,1,93,3.36
554,Amazar,RU,1569413861,53.86,120.88,43.0,0,76,0.72
555,Moissala,TD,1569413862,8.34,17.77,87.64,54,70,1.9
556,Panama City,US,1569413862,30.16,-85.65,82.4,1,69,8.05
